question,answer,category,id
What is the faculty-student ratio in Higher and Technical Education?,"He implemented the first e - governance project, automating the workflows, for the department of Higher and Technical Education, Government of Maharashtra in 1995. In recognition of his contributions, he has been honored with a number of awards such as the ""The Corps of Engineers Prize:1994-95"" by the Institution of Engineers (India) for his contribution on Cast Iron Welding, the ""Anna University National Award for Outstanding Academic of the Year 1998"" by the Indian Society for Technical Edu...",programs,q_10_1369
Are there exchange programs for M.Tech and Ph students?,"Again in the year 2007, KLCE went for Re-accreditation by NBA and this time six of its UG programs got accredited each for five years and the remaining three programs each for three years. He is also a recipient of the 5th National telecom Award in 2011 for “Excellence in Education through e-governance instituted by CMAI and Star News He has more than 260 publications in National and International Journals and Conferences to his credit as also 30 Ph D students who have completed their PhD und...",programs,q_10_1369
What labs are available for M.Tech and Ph?,"He has been serving the alma mater for close to four decades as a distinguished Teacher, renowned Researcher and able Administrator. In recognition of his contributions, he has been honored with a number of awards such as the ""The Corps of Engineers Prize:1994-95"" by the Institution of Engineers (India) for his contribution on Cast Iron Welding, the ""Anna University National Award for Outstanding Academic of the Year 1998"" by the Indian Society for Technical Education In recognition of his co...",programs,q_10_1369
What projects do M.Tech and Ph students work on?,"He has handled a large number of projects sponsored by the Govt of India and Private organizations in the fields of welding and foundry. Rao launched major technology development programs Active Electronic Scanned Arrays, MEMS, C4I Systems, Network Centric Warfare Systems, Software Defined Radios, Data Links, High Power Laser Systems, Thermal Imagers and Cryptographic Systems.",programs,q_10_1369
What is unique about M.Tech and Ph at KL University?,"In recognition of his contributions, he has been honored with a number of awards such as the ""The Corps of Engineers Prize:1994-95"" by the Institution of Engineers (India) for his contribution on Cast Iron Welding, the ""Anna University National Award for Outstanding Academic of the Year 1998"" by the Indian Society for Technical Education In recognition of his contribution in teaching-learning process and research attainment, ""Sir L P Misra Memorial Award for the year 1999"" by the Indian Insti...",programs,q_10_1369
What is the duration of B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
What is the duration of M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
What subjects are taught in B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
What subjects are taught in M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
What are the career prospects after B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
What are the career prospects after M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
What is the curriculum of B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
What is the curriculum of M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
Are there any industry collaborations for B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
Are there any industry collaborations for M.Tech in Applied Electronics and Ph?,"Prasad has served as Director of Audisankara group of institutions and Narayana Group of Institutions for 18 years and was instrumental in getting these institutions accredited by NAAC,NBA, Autonomous and gained many laurels from the State Government, JNTU etc. Tech in Applied Electronics and Ph.",programs,q_11_1644
What practical training is provided in B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
What practical training is provided in M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
What research opportunities are available in B.Tech?,"Jagannatha Rao was one of the leading scientists in neuroscience research in globe He was the Director on Institute for Scientific Research and Technological Advances (INDICASAT AIP), Republic Panama and contributed lot in building innovation in higher education and research in Panama since 2010. played a key role in building PRISM (Panamanian Research Institutes of Science and Medicine) in Latin America and established 7 Centres in this institute, The Institute attracted funds from Bill and ...",programs,q_11_1644
What research opportunities are available in B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
What research opportunities are available in M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
What certifications can I get with B.Tech in Electrical and Electronics Engineering?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
What certifications can I get with M.Tech in Applied Electronics and Ph?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
Is B.Tech AICTE approved?,"Prasad has extensive knowledge of administrative system, maintaining statutory norms of bodies AICTE, UGC etc and has a good understanding of NBA,NAAC procedures and norms. American Universities as a Delegate of the Indian Higher Education Knowledge Delegation to the United States of America in the year 2018, organized by Global Knowledge Research Foundation, National Education Partner AICTE and supported by US Commercial Service, Dept.",programs,q_11_1644
Is B.Tech in Electrical and Electronics Engineering AICTE approved?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
Is M.Tech in Applied Electronics and Ph AICTE approved?,Tech in Applied Electronics and Ph. Tech in Applied Electronics and Ph.,programs,q_11_1644
Are there exchange programs for B.Tech in Electrical and Electronics Engineering students?,"SubbaRao, Professor of Electrical and Electronics Engineering, is currently functioning as Registrar – KLEF. Tech in Electrical and Electronics Engineering, M.",programs,q_11_1644
Are there exchange programs for M.Tech in Applied Electronics and Ph students?,"His relentless commitment to quality education and research ensures that KLEF remains at the forefront of academic and societal transformation, inspiring students, faculty, and stakeholders to achieve extraordinary heights. Tech in Applied Electronics and Ph.",programs,q_11_1644
